"","Enzyme.ID","Gene.composition","genes","stoich","nUnknown","nGenes"
"742","Gly_RS_tetra","b3559(2) AND b3560(2)","b3559,b3560","2,2","0",2
"743","GLY3KIN-MONOMER","b0514(1)","b0514","1","0",1
"744","GLYC3PDEHYDROGBIOSYN-CPLX","b3608(2)","b3608","2","0",1
"745","GLYCDEH-CPLX","b3945(8)","b3945","8","0",1
"746","GLYCEROL-3-P-ACYLTRANSFER-MONOMER","b4041(1)","b4041","1","0",1
"747","GLYCEROL-KIN-CPLX","b3926(4)","b3926","4","0",1
"748","GLYCOGEN-BRANCH-MONOMER","b3432(1)","b3432","1","0",1
"749","GLYCOGENSYN-MONOMER","b3429(1)","b3429","1","0",1
"750","GLYCOPHOSPHORYL-CPLX","b3428(2)","b3428","2","0",1
"751","GLYCPDIESTER-CYTO-MONOMER","b3449(1)","b3449","1","0",1
"752","GLYCPDIESTER-PERI-CPLX","b2239(2)","b2239","2","0",1
"753","GLYCRIBONUCSYN-MONOMER","b4005(1)","b4005","1","0",1
"754","GLYOCARBOLIG-CPLX","b0507(2)","b0507","2","0",1
"755","GLYOHMETRANS-CPLX","b2551(2)","b2551","2","0",1
"756","GLYOXI-CPLX","b1651(2)","b1651","2","0",1
"757","GLYOXII-MONOMER","b0212(1)","b0212","1","0",1
"758","GMP-REDUCT-CPLX","b0104(4)","b0104","4","0",1
"759","GMP-SYN-CPLX","b2507(2)","b2507","2","0",1
"760","GNTP-MONOMER","b4321(1)","b4321","1","0",1
"761","GNTT-MONOMER","b3415(1)","b3415","1","0",1
"762","GNTU-MONOMER","b4476(1)","b4476","1","0",1
"763","GPH-MONOMER","b3385(1)","b3385","1","0",1
"764","GPT-CPLX","b0238(4)","b0238","4","0",1
"765","GreA_mono","b3181(1)","b3181","1","0",1
"766","GreB_mono","b3406(1)","b3406","1","0",1
"767","GroL_14","b4143(14)","b4143","14","0",1
"768","GrpE_dim","b2614(2)","b2614","2","0",1
"769","GRXB-MONOMER","b1064(1)","b1064","1","0",1
"770","GRXB-MONOMER_EG12237-MONOMER","b1064() AND b3503()","b1064,b3503","1,1","2",2
"771","GRXC-MONOMER","b3610(1)","b3610","1","0",1
"772","GSAAMINOTRANS-CPLX","b0154(2)","b0154","2","0",1
"773","GSP-CPLX","b2988(2)","b2988","2","0",1
"774","GTP-CYCLOHYDRO-II-CPLX","b1277(2)","b1277","2","0",1
"775","GUANYL-KIN-CPLX","b3648(2)","b3648","2","0",1
"776","H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER","b1865(1)","b1865","1","0",1
"777","H2PTERIDINEPYROPHOSPHOKIN-MONOMER","b0142(1)","b0142","1","0",1
"778","H2PTEROATESYNTH-CPLX","b3177(2)","b3177","2","0",1
"779","HCAMULTI-CPLX","b2542(1) AND b2540(1) AND b2538(1) AND b2539(1)","b2538,b2539,b2540,b2542","1,1,1,1","0",4
"780","HCAT-MONOMER","b2536(1)","b2536","1","0",1
"781","HEMEOSYN-MONOMER","b0428(1)","b0428","1","0",1
"782","HEMN-MONOMER","b3867(1)","b3867","1","0",1
"783","HEMX-MONOMER","b3803(1)","b3803","1","0",1
"784","His_RS_dim","b2514(2)","b2514","2","0",1
"785","HISTCYCLOPRATPPHOS","b2026(1)","b2026","1","0",1
"786","HISTDEHYD-CPLX","b2020(2)","b2020","2","0",1
"787","HISTPHOSTRANS-CPLX","b2021(2)","b2021","2","0",1
"788","HMP-P-KIN-CPLX","b2103(4)","b2103","4","0",1
"789","HOLO-ACP-SYNTH-CPLX","b2563(2)","b2563","2","0",1
"790","HOMOCYSMET-MONOMER","b3829(1)","b3829","1","0",1
"791","HOMOCYSMETB12-MONOMER","b4019(1)","b4019","1","0",1
"792","HOMOSERKIN-CPLX","b0003(2)","b0003","2","0",1
"793","HOMSUCTRAN-CPLX","b4013(2)","b4013","2","0",1
"794","hRNAP","b3988(1) AND b3295(2) AND b3987(1)","b3295,b3987,b3988","2,1,1","0",3
"795","HYDROG3-CPLX","b2724() AND b2722() AND b2719() AND b2720() AND b2723() AND b2721()","b2719,b2720,b2721,b2722,b2723,b2724","1,1,1,1,1,1","6",6
"796","HYDROPEROXIDI-CPLX","b3942(4)","b3942","4","0",1
"797","HYDROPEROXIDII-CPLX","b1732(6)","b1732","6","0",1
"798","IDONDEHYD-MONOMER","b4267(1)","b4267","1","0",1
"799","IleS_mono","b0026(1)","b0026","1","0",1
"800","IMIDHISTID-CPLX","b2022(2)","b2022","2","0",1
"801","IMP-DEHYDROG-CPLX","b2508(4)","b2508","4","0",1
"802","InfA_mono","b0884(1)","b0884","1","0",1
"803","InfB_mono","b3168(1)","b3168","1","0",1
"804","InfC_mono","b1718(1)","b1718","1","0",1
"805","IPPISOM-MONOMER","b2889(1)","b2889","1","0",1
"806","IscA_tetra","b2528(4)","b2528","4","0",1
"807","IscS","b2530(2)","b2530","2","0",1
"808","IscU","b2529(2)","b2529","2","0",1
"809","ISOCIT-LYASE","b4015(4)","b4015","4","0",1
"810","ISOCITHASE-CPLX","b1136(2)","b1136","2","0",1
"811","KDGT-MONOMER","b3909(1)","b3909","1","0",1
"812","KDO-8PPHOSPHAT-CPLX","b3198(4)","b3198","4","0",1
"813","KDO-8PSYNTH-CPLX","b1215(4)","b1215","4","0",1
"814","KDOTRANS-MONOMER","b3633(1)","b3633","1","0",1
"815","KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX","b1850(3)","b1850","3","0",1
"816","KEFB-MONOMER","b3350(1)","b3350","1","0",1
"817","KETOBUTFORMLY-INACT-MONOMER","b3114(1)","b3114","1","0",1
"818","KGTP-MONOMER","b2587(1)","b2587","1","0",1
"819","KsgA_mono","b0051(1)","b0051","1","0",1
"820","KUP-MONOMER","b3747(1)","b3747","1","0",1
"821","L-ASPARTATE-OXID-MONOMER","b2574(1)","b2574","1","0",1
"822","L-GLN-FRUCT-6-P-AMINOTRANS-CPLX","b3729(2)","b3729","2","0",1
"823","L-LACTDEHYDROGFMN-MONOMER","b3605(1)","b3605","1","0",1
"824","LACTALDREDUCT-CPLX","b2799(2)","b2799","2","0",1
"825","LACY-MONOMER","b0343(1)","b0343","1","0",1
"826","LAUROYLACYLTRAN-MONOMER","b1054(1)","b1054","1","0",1
"827","LCTP-MONOMER","b3603(1)","b3603","1","0",1
"828","LDC2-CPLX","b0186(10)","b0186","10","0",1
"829","LeuS_mono","b0642(1)","b0642","1","0",1
"830","LSERINEDEAM1-MONOMER","b1814(1)","b1814","1","0",1
"831","LSERINEDEAM2-MONOMER","b2797(1)","b2797","1","0",1
"832","LTAA-CPLX","b0870(4)","b0870","4","0",1
"833","LTARTDEHYDRA-CPLX","b3062(2) AND b3061(2)","b3061,b3062","2,2","0",2
"834","LUMAZINESYN-CPLX","b0415(60)","b0415","60","0",1
"835","LYSDECARBOX-CPLX","b4131(10)","b4131","10","0",1
"836","LysI_RS_dim","b2890(2)","b2890","2","0",1
"837","LysII_RS_dim","b4129(2)","b4129","2","0",1
"838","LYSP-MONOMER","b2156(1)","b2156","1","0",1
"839","LYXK-CPLX","b3580(2)","b3580","2","0",1
"840","MALATE-DEHASE","b3236(2)","b3236","2","0",1
"841","MALATE-SYNTHASE","b4014(1)","b4014","1","0",1
"842","MALDEXPHOSPHORYL-CPLX","b3417(2)","b3417","2","0",1
"843","MALIC-NAD-CPLX","b1479(4)","b1479","4","0",1
"844","MALIC-NADP-CPLX","b2463(6)","b2463","6","0",1
"845","MALONYL-COA-ACP-TRANSACYL-MONOMER","b1092()","b1092","1","1",1
"846","MALSYNG-MONOMER","b2976(1)","b2976","1","0",1
"847","MALTACETYLTRAN-CPLX","b0459(2)","b0459","2","0",1
"848","MALTODEXGLUCOSID-MONOMER","b0403(1)","b0403","1","0",1
"849","MANNONDEHYDRAT-MONOMER","b4322(1)","b4322","1","0",1
"850","MANNONOXIDOREDUCT-MONOMER","b4323(1)","b4323","1","0",1
"851","MANNPDEHYDROG-MONOMER","b3600(1)","b3600","1","0",1
"852","MANNPGUANYLTRANGDP-MONOMER","b2049(1)","b2049","1","0",1
"853","MANNPISOM-MONOMER","b1613(1)","b1613","1","0",1
"854","Map_mono","b0168(1)","b0168","1","0",1
"855","MELB-MONOMER","b4120(1)","b4120","1","0",1
"856","MENE-CPLX","b2260(4)","b2260","4","0",1
"857","MENF-CPLX","b2265(2)","b2265","2","0",1
"858","Met_RS_dim","b2114(2)","b2114","2","0",1
"859","METHGLYSYN-CPLX","b0963(6)","b0963","6","0",1
"860","METHYLENETHFREDUCT-CPLX","b3941(4)","b3941","4","0",1
"861","METNIQ-METHIONINE-ABC-CPLX","b0197() AND b0198() AND b0199(2)","b0197,b0198,b0199","1,1,2","2",3
"862","Mfd_mono","b1114(1)","b1114","1","0",1
"863","MGTA-MONOMER","b4242(1)","b4242","1","0",1
"864","MHPCHYDROL-MONOMER","b0349(1)","b0349","1","0",1
"865","MHPDHYDROL-MONOMER","b0350(1)","b0350","1","0",1
"866","MHPELY-MONOMER","b0352(1)","b0352","1","0",1
"867","MHPF-MONOMER","b0351(1)","b0351","1","0",1
"868","MHPHYDROXY-MONOMER","b0347(1)","b0347","1","0",1
"869","MHPT-MONOMER","b0353(1)","b0353","1","0",1
"870","MiaA_dim","b4171(2)","b4171","2","0",1
"871","MiaB_mono","b0661(1)","b0661","1","0",1
"872","MMUM-MONOMER","b0261(1)","b0261","1","0",1
"873","MnmC_mono","b2324(1)","b2324","1","0",1
"874","MnmE_dim","b3706(2)","b3706","2","0",1
"875","MnmEG_cplx","MnmE_dim(1) AND MnmG_dim(1)","MnmE_,MnmG_","NA,NA","0",0
"876","MnmG_dim","b3741(2)","b3741","2","0",1
"877","MONOMER0-148","b3012(1)","b3012","1","0",1
"878","MONOMER0-149","b0207(1)","b0207","1","0",1
"879","MONOMER0-1842","b0131(1)","b0131","1","0",1
"880","MONOMER0-341","b3821(1)","b3821","1","0",1
"881","MTR-MONOMER","b3161(1)","b3161","1","0",1
"882","MYRISTOYLACYLTRAN-MONOMER","b1855(1)","b1855","1","0",1
"883","N-ACETYLGLUTPREDUCT-MONOMER","b3958(1)","b3958","1","0",1
"884","N-ACETYLTRANSFER-CPLX","b2818(6)","b2818","6","0",1
"885","NACGLCTRANS-MONOMER","b0090(1)","b0090","1","0",1
"886","NACMURLALAAMI1-MONOMER","b2435(1)","b2435","1","0",1
"887","NACMURLALAAMI2-MONOMER","b4169(1)","b4169","1","0",1
"888","NAD-SYNTH-CPLX","b1740(2)","b1740","2","0",1
"889","NADH-DHI-CPLX","b2288(1) AND b2283() AND b2284() AND b2277() AND b2280() AND b2285() AND b2279() AND b2281() AND b2286() AND b2278() AND b2282() AND b2276() AND b2287()","b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","1,1,1,1,1,1,1,1,1,1,1,1,1","12",13
"890","NADH-DHII-MONOMER","b1109(1)","b1109","1","0",1
"891","NAG1P-URIDYLTRANS-CPLX","b3730(3)","b3730","3","0",1
"892","NAG6PDEACET-CPLX","b0677(4)","b0677","4","0",1
"893","NANE-MONOMER","b3223(1)","b3223","1","0",1
"894","NANK-MONOMER","b3222(1)","b3222","1","0",1
"895","NANT-MONOMER","b3224(1)","b3224","1","0",1
"896","NAP-CPLX","b2202() AND b2203() AND b2204() AND b2205() AND b2206()","b2202,b2203,b2204,b2205,b2206","1,1,1,1,1","5",5
"897","NAPAB-CPLX_NAPC-MONOMER","b2202() AND b2203() AND b2206()","b2202,b2203,b2206","1,1,1","3",3
"898","NAPD-MONOMER","b2207(1)","b2207","1","0",1
"899","NARJ-MONOMER","b1226(1)","b1226","1","0",1
"900","NARK-MONOMER","b1223(1)","b1223","1","0",1
"901","NARU-MONOMER","b1469(1)","b1469","1","0",1
"902","NARW-MONOMER","b1466(1)","b1466","1","0",1
"903","NHAB-MONOMER","b1186(1)","b1186","1","0",1
"904","NICONUCADENYLYLTRAN-MONOMER","b0639(1)","b0639","1","0",1
"905","NICOTINAMID-MONOMER","b1768(1)","b1768","1","0",1
"906","NICOTINATEPRIBOSYLTRANS-MONOMER","b0931(1)","b0931","1","0",1
"907","NIRC-MONOMER","b3367(1)","b3367","1","0",1
"908","NITRATREDUCTA-CPLX","b1227(1) AND b1225(1) AND b1224(1)","b1224,b1225,b1227","1,1,1","0",3
"909","NITRATREDUCTZ-CPLX","b1468(1) AND b1465(1) AND b1467(1)","b1465,b1467,b1468","1,1,1","0",3
"910","NITRITREDUCT-CPLX","b3365(2) AND b3366(1)","b3365,b3366","2,1","0",2
"911","NRDACTMULTI-CPLX","b4237(2) AND b4238(2) AND b3924(1)","b3924,b4237,b4238","1,2,2","0",3
"912","NRFMULTI-CPLX","b4071(1) AND b4070(1) AND b4073(1) AND b4072(1)","b4070,b4071,b4072,b4073","1,1,1,1","0",4
"913","NUCLEOSIDE-DIP-KIN-CPLX","b2518(4)","b2518","4","0",1
"914","NUPC-MONOMER","b2393(1)","b2393","1","0",1
"915","NUPG-MONOMER","b2964(1)","b2964","1","0",1
"916","NusA_mono","b3169(1)","b3169","1","0",1
"917","NusB_mono","b0416(1)","b0416","1","0",1
"918","NusG_mono","b3982(1)","b3982","1","0",1
"919","O-SUCCHOMOSERLYASE-CPLX","b3939(4)","b3939","4","0",1
"920","O-SUCCINYLBENZOATE-COA-SYN-MONOMER","b2261(1)","b2261","1","0",1
"921","OCTAPRENYL-METHOXYPHENOL-OH-MONOMER","b2907(1)","b2907","1","0",1
"922","OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON","b0662(1)","b0662","1","0",1
"923","OHMETHYLBILANESYN-MONOMER","b3805(1)","b3805","1","0",1
"924","Orn_dim","b4162(2)","b4162","2","0",1
"925","ORNCARBAMTRANSFERF-CPLX","b0273(3)","b0273","3","0",1
"926","ORNCARBAMTRANSFERI-CPLX","b4254(3)","b4254","3","0",1
"927","ORNDECARBOX-BIO-CPLX","b2965(2)","b2965","2","0",1
"928","ORNDECARBOXDEG-CPLX","b0693(2)","b0693","2","0",1
"929","OROPRIBTRANS-CPLX","b3642(2)","b3642","2","0",1
"930","OROTPDECARB-CPLX","b1281(2)","b1281","2","0",1
"931","PABASYN-COMPI-MONOMER","b1812(1)","b1812","1","0",1
"932","PABASYN-CPLX","b3360(1) AND b1812(1)","b1812,b3360","1,1","0",2
"933","PALMITOTRANS-MONOMER","b2378(1)","b2378","1","0",1
"934","PANF-MONOMER","b3258(1)","b3258","1","0",1
"935","PANTOATE-BETA-ALANINE-LIG-CPLX","b0133(2)","b0133","2","0",1
"936","PANTOTHENATE-KIN-CPLX","b3974(2)","b3974","2","0",1
"937","PAPSSULFOTRANS-CPLX","b2762(2)","b2762","2","0",1
"938","PD04413","b4390(1)","b4390","1","0",1
"939","PDXH-CPLX","b1638(2)","b1638","2","0",1
"940","PDXK-CPLX","b2418(4)","b2418","4","0",1
"941","PDXY-MONOMER","b1636(1)","b1636","1","0",1
"942","PEPCARBOX-CPLX","b3956(4)","b3956","4","0",1
"943","PEPCARBOXYKIN-MONOMER","b3403(1)","b3403","1","0",1
"944","PEPSYNTH-CPLX","b1702(2)","b1702","2","0",1
"945","PFLACTENZ-MONOMER","b0902(1)","b0902","1","0",1
"946","PGAM2-MONOMER","b4395(1)","b4395","1","0",1
"947","PGK","b2926(1)","b2926","1","0",1
"948","PGLUCONDEHYDRAT-MONOMER","b1851(1)","b1851","1","0",1
"949","PGLYCDEHYDROG-CPLX","b2913(4)","b2913","4","0",1
"950","PGMI-MONOMER","b3612(1)","b3612","1","0",1
"951","PGPPHOSPHAA-MONOMER","b0418(1)","b0418","1","0",1
"952","PGPPHOSPHAB-MONOMER","b1278(1)","b1278","1","0",1
"953","Phe_RS_tetra","b1713(2) AND b1714(2)","b1713,b1714","2,2","0",2
"954","PHENDEHYD-CPLX","b1385(2)","b1385","2","0",1
"955","PHENPRODIOLDEHYDROG-MONOMER","b2541(1)","b2541","1","0",1
"956","PHEP-MONOMER","b0576(1)","b0576","1","0",1
"957","PHOSACETYLTRANS-CPLX","b2297(6)","b2297","6","0",1
"958","PHOSGLUCOSAMINEMUT-MONOMER","b3176(1)","b3176","1","0",1
"959","PHOSGLYCMUTASE","b0755(2)","b0755","2","0",1
"960","PHOSMANMUT-MONOMER","b2048(1)","b2048","1","0",1
"961","PHOSNACMURPENTATRANS-MONOMER","b0087(1)","b0087","1","0",1
"962","PHOSPHAGLYPSYN-MONOMER","b1912(1)","b1912","1","0",1
"963","PHOSPHASERSYN-CPLX","b2585()","b2585","1","1",1
"964","PHOSPHOGLUCMUT-MONOMER","b0688(1)","b0688","1","0",1
"965","PITA-MONOMER","b3493(1)","b3493","1","0",1
"966","PITB-MONOMER","b2987(1)","b2987","1","0",1
"967","PKI-COMPLEX","b1676(4)","b1676","4","0",1
"968","PKII-CPLX","b1854(4)","b1854","4","0",1
"969","Pnp_trim","b3164(3)","b3164","3","0",1
"970","PNUC-MONOMER","b0751(1)","b0751","1","0",1
"971","PORPHOBILSYNTH-CPLX","b0369(8)","b0369","8","0",1
"972","POTE-MONOMER","b0692(1)","b0692","1","0",1
"973","PPENTOMUT-MONOMER","b4383(1)","b4383","1","0",1
"974","PPK-CPLX","b2501(4)","b2501","4","0",1
"975","PPPGPPHYDRO-CPLX","b3779(2)","b3779","2","0",1
"976","PPX-CPLX","b2502(2)","b2502","2","0",1
"977","PRAI-IGPS","b1262(1)","b1262","1","0",1
"978","PrfA_mono","b1211(1)","b1211","1","0",1
"979","PrfB_mono","b2891(1)","b2891","1","0",1
"980","PrfC_mono","b4375(1)","b4375","1","0",1
"981","PRIBFAICARPISOM-MONOMER","b2024(1)","b2024","1","0",1
"982","Pro_RS_dim","b0194(2)","b0194","2","0",1
"983","PROPKIN-MONOMER","b3115(1)","b3115","1","0",1
"984","PROTOHEME-FERROCHELAT-MONOMER","b0475(1)","b0475","1","0",1
"985","PRPPAMIDOTRANS-CPLX","b2312(4)","b2312","4","0",1
"986","PRPPSYN-MONOMER","b1207(1)","b1207","1","0",1
"987","PSD-MONOMER","b4160(1)","b4160","1","0",1
"988","PSERPHOSPHA-MONOMER","b4388(1)","b4388","1","0",1
"989","PSERTRANSAM-CPLX","b0907(2)","b0907","2","0",1
"990","PTSI-MONOMER","b2416(1)","b2416","1","0",1
"991","PURE-CPLX","b0523(8)","b0523","8","0",1
"992","PURK-CPLX","b0522(2)","b0522","2","0",1
"993","PUTA-CPLX","b1014(2)","b1014","2","0",1
"994","PUTP-MONOMER","b1015(1)","b1015","1","0",1
"995","PYRNUTRANSHYDROGEN-CPLX","b1602(2) AND b1603(2)","b1602,b1603","2,2","0",2
"996","PYRROLINECARBREDUCT-CPLX","b0386(10)","b0386","10","0",1
"997","PYRUVATEDEH-CPLX","b0114(24) AND b0115(24) AND b0116(12)","b0114,b0115,b0116","24,24,12","0",3
"998","PYRUVFORMLY-INACTIVE-CPLX","b0903(2)","b0903","2","0",1
"999","PYRUVFORMLY-MONOMER_EG11784-MONOMER","b2579(1) AND b0903(1)","b0903,b2579","1,1","0",2
"1000","PYRUVOXID-CPLX","b0871(4)","b0871","4","0",1
"1001","QueA_mono","b0405(1)","b0405","1","0",1
"1002","QueF_dim","b2794(2)","b2794","2","0",1
"1003","QueG_mono","b4166(1)","b4166","1","0",1
"1004","QUINOPRIBOTRANS-CPLX","b0109(2)","b0109","2","0",1
"1005","RbfA_mono","b3167(1)","b3167","1","0",1
"1006","RED-THIOREDOXIN-MONOMER","b3781(1)","b3781","1","0",1
"1007","RED-THIOREDOXIN2-MONOMER","b2582(1)","b2582","1","0",1
"1008","RELA-MONOMER","b2784(1)","b2784","1","0",1
"1009","RFBX-MONOMER","b2037(1)","b2037","1","0",1
"1010","RFFTRANS-MONOMER","b3791(1)","b3791","1","0",1
"1011","RHAMNULOKIN-MONOMER","b3904(1)","b3904","1","0",1
"1012","RHAMNULPALDOL-CPLX","b3902(4)","b3902","4","0",1
"1013","RHAT-MONOMER","b3907(1)","b3907","1","0",1
"1014","RhlB_dim","b3780(2)","b3780","2","0",1
"1015","Rho_hexa","b3783(6)","b3783","6","0",1
"1016","RHTB-MONOMER","b3824(1)","b3824","1","0",1
"1017","RHTC-MONOMER","b3823(1)","b3823","1","0",1
"1018","RIB5PISOMA-CPLX","b2914(2)","b2914","2","0",1
"1019","RIB5PISOMB-CPLX","b4090(2)","b4090","2","0",1
"1020","RIBAZOLEPHOSPHAT-MONOMER","b0638(1)","b0638","1","0",1
"1021","RIBF-MONOMER","b0025(1)","b0025","1","0",1
"1022","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX","b2234(2) AND b2235(2)","b2234,b2235","2,2","0",2
"1023","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX","b2676(2) AND b2675(2)","b2675,b2676","2,2","0",2
"1024","RIBONUCLEOSIDE-TRIP-REDUCT-CPLX","b4238(2)","b4238","2","0",1
"1025","RIBULOKIN-CPLX","b0063(2)","b0063","2","0",1
"1026","RIBULP3EPIM-MONOMER","b3386(1)","b3386","1","0",1
"1027","RIBULPEPIM-CPLX","b0061(4)","b0061","4","0",1
"1028","RimM_mono","b2608(1)","b2608","1","0",1
"1029","RlmB_dim","b4180(2)","b4180","2","0",1
"1030","RlmF_mono","b0807()","b0807","1","1",1
"1031","RlmG_mono","b3084()","b3084","1","1",1
"1032","RlmH_dim","b0636(2)","b0636","2","0",1
"1033","RlmI_dim","b0967(2)","b0967","2","0",1
"1034","RlmL_dim","b0948(2)","b0948","2","0",1
"1035","RlmM_mono","b2806()","b2806","1","1",1
"1036","RlmN_mono","b2517()","b2517","1","1",1
"1037","RluA_mono","b0058(1)","b0058","1","0",1
"1038","RluB_mono","b1269(1)","b1269","1","0",1
"1039","RluC_mono","b1086(1)","b1086","1","0",1
"1040","RluD_mono","b2594(1)","b2594","1","0",1
"1041","RNase_BN_dim","b2268(2)","b2268","2","0",1
"1042","RNase_E_tetra","b1084(4)","b1084","4","0",1
"1043","RNase_G_dim","b3247(2)","b3247","2","0",1
"1044","RNase_III_dim","b2567(2)","b2567","2","0",1
"1045","RNase_P_cplx","b3704(1) AND b3123(1)","b3123,b3704","1,1","0",2
"1046","RNase_T_dim","b1652(2)","b1652","2","0",1
"1047","Rnb_mono","b1286(1)","b1286","1","0",1
"1048","Rnd_mono","b1804(1)","b1804","1","0",1
"1049","Rph_mono","b3643(1)","b3643","1","0",1
"1050","rpL7/12","b3986(2)","b3986","2","0",1
"1051","RplA_mono","b3984(1)","b3984","1","0",1
"1052","RplB_mono","b3317(1)","b3317","1","0",1
"1053","RplC_mono","b3320(1)","b3320","1","0",1
"1054","RplD_mono","b3319(1)","b3319","1","0",1
"1055","RplE_mono","b3308(1)","b3308","1","0",1
"1056","RplF_mono","b3305(1)","b3305","1","0",1
"1057","RplI_mono","b4203(1)","b4203","1","0",1
"1058","RplJ_mono","b3985(1)","b3985","1","0",1
"1059","RplK_mono","b3983(1)","b3983","1","0",1
"1060","RplM_mono","b3231(1)","b3231","1","0",1
"1061","RplN_mono","b3310(1)","b3310","1","0",1
"1062","RplO_mono","b3301(1)","b3301","1","0",1
"1063","RplP_mono","b3313(1)","b3313","1","0",1
"1064","RplQ_mono","b3294(1)","b3294","1","0",1
"1065","RplR_mono","b3304(1)","b3304","1","0",1
"1066","RplS_mono","b2606(1)","b2606","1","0",1
"1067","RplT_mono","b1716(1)","b1716","1","0",1
"1068","RplU_mono","b3186(1)","b3186","1","0",1
"1069","RplV_mono","b3315(1)","b3315","1","0",1
"1070","RplW_mono","b3318(1)","b3318","1","0",1
"1071","RplX_mono","b3309(1)","b3309","1","0",1
"1072","RplY_mono","b2185(1)","b2185","1","0",1
"1073","RpmA_mono","b3185(1)","b3185","1","0",1
"1074","RpmB_mono","b3637(1)","b3637","1","0",1
"1075","RpmC_mono","b3312(1)","b3312","1","0",1
"1076","RpmD_mono","b3302(1)","b3302","1","0",1
"1077","RpmE_mono","b3936(1)","b3936","1","0",1
"1078","RpmF_mono","b1089(1)","b1089","1","0",1
"1079","RpmG_mono","b3636(1)","b3636","1","0",1
"1080","RpmH_mono","b3703(1)","b3703","1","0",1
"1081","RpmI_mono","b1717(1)","b1717","1","0",1
"1082","RpmJ_mono","b3299(1)","b3299","1","0",1
"1083","RPOA-MONOMER","b2010(1)","b2010","1","0",1
"1084","RpoD_mono","b3067(1)","b3067","1","0",1
"1085","RpoE_mono","b2573(1)","b2573","1","0",1
"1086","RpoH_mono","b3461(1)","b3461","1","0",1
"1087","RpoN_mono","b3202(1)","b3202","1","0",1
"1088","RpoS_mono","b2741(1)","b2741","1","0",1
"1089","RpoZ_mono","b3649(1)","b3649","1","0",1
"1090","RpsA_mono","b0911(1)","b0911","1","0",1
"1091","RpsB_mono","b0169(1)","b0169","1","0",1
"1092","RpsC_mono","b3314(1)","b3314","1","0",1
"1093","RpsD_mono","b3296(1)","b3296","1","0",1
"1094","RpsE_mono","b3303(1)","b3303","1","0",1
"1095","RpsF_mono","b4200(1)","b4200","1","0",1
"1096","RpsG_mono","b3341(1)","b3341","1","0",1
"1097","RpsH_mono","b3306(1)","b3306","1","0",1
"1098","RpsI_mono","b3230(1)","b3230","1","0",1
"1099","RpsJ_mono","b3321(1)","b3321","1","0",1
"1100","RpsK_mono","b3297(1)","b3297","1","0",1
"1101","RpsL_mono","b3342(1)","b3342","1","0",1
"1102","RpsM_mono","b3298(1)","b3298","1","0",1
"1103","RpsN_mono","b3307(1)","b3307","1","0",1
"1104","RpsO_mono","b3165(1)","b3165","1","0",1
"1105","RpsP_mono","b2609(1)","b2609","1","0",1
"1106","RpsQ_mono","b3311(1)","b3311","1","0",1
"1107","RpsR_mono","b4202(1)","b4202","1","0",1
"1108","RpsS_mono","b3316(1)","b3316","1","0",1
"1109","RpsT_mono","b0023(1)","b0023","1","0",1
"1110","RpsU_mono","b3065(1)","b3065","1","0",1
"1111","Rrf_mono","b0172(1)","b0172","1","0",1
"1112","RrmA_dim","b1822(2)","b1822","2","0",1
"1113","RrmJ_mono","b3179(1)","b3179","1","0",1
"1114","RsmB_mono","b3289(1)","b3289","1","0",1
"1115","RsmC_mono","b4371(1)","b4371","1","0",1
"1116","RsmD_mono","b3465()","b3465","1","1",1
"1117","RsmF_mono","b1835()","b1835","1","1",1
"1118","RsmG_mono","b3740()","b3740","1","1",1
"1119","RsmH_mono","b0082()","b0082","1","1",1
"1120","RsmI_mono","b3146()","b3146","1","1",1
"1121","RsuA_mono","b2183(1)","b2183","1","0",1
"1122","RumA_mono","b2785(1)","b2785","1","0",1
"1123","RumB_mono","b0859(1)","b0859","1","0",1
"1124","S-ADENMETSYN-CPLX","b2942(4)","b2942","4","0",1
"1125","SAICARSYN-CPLX","b2476(3)","b2476","3","0",1
"1126","SARCOX-MONOMER","b1059(1)","b1059","1","0",1
"1127","SDAC-MONOMER","b2796(1)","b2796","1","0",1
"1128","SelA_deca","b3591(10)","b3591","10","0",1
"1129","SelB_mono","b3590(1)","b3590","1","0",1
"1130","Ser_RS_dim","b0893(2)","b0893","2","0",1
"1131","SHIA-MONOMER","b1981(1)","b1981","1","0",1
"1132","SIROHEMESYN-CPLX","b3368(2)","b3368","2","0",1
"1133","SORB6PDEHYDROG-CPLX","b2705(4)","b2705","4","0",1
"1134","SPED-MONOMER","b0120(1)","b0120","1","0",1
"1135","SPERMACTRAN-CPLX","b1584(4)","b1584","4","0",1
"1136","SPERMIDINESYN-CPLX","b0121(2)","b0121","2","0",1
"1137","SPOT-MONOMER","b3650(1)","b3650","1","0",1
"1138","Sra_mono","b1480(1)","b1480","1","0",1
"1139","SUCC-DEHASE","b0721(1) AND b0723(1) AND b0722(1) AND b0724(1)","b0721,b0722,b0723,b0724","1,1,1,1","0",4
